usage,usage_plain,lng,lat
10,Housing area,13.4964040540227,52.54706297617
70,Weekend cottage / allotment-garden-type area,13.494904361321,52.5547568479612
10,Housing area,13.5103581926721,52.549190290515
50,Public / special use,13.5109275560587,52.547379865698
40,Commercial and industrial area,13.5093347692737,52.5476228352109
40,Commercial and industrial area,13.5173102873835,52.5489983006937
40,Commercial and industrial area,13.5236468826308,52.5487059591357
40,Commercial and industrial area,13.5226188914818,52.5454833773313
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.5290721300159,52.5385749490467
40,Commercial and industrial area,13.5142643195068,52.5450560562337
40,Commercial and industrial area,13.5149404763503,52.5429129809165
10,Housing area,13.5124458235136,52.5433396621052
10,Housing area,13.5120336012104,52.5448000121231
10,Housing area,13.5106314006197,52.5458853470605
40,Commercial and industrial area,13.509503361565,52.5441047913562
150,Cemetery,13.508465698204,52.5456684786981
50,Public / special use,13.5005499938997,52.5455087078414
40,Commercial and industrial area,13.5041185986688,52.5449853607764
60,Utility area,13.530638210523,52.5397700914017
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.5280686140457,52.5467903616221
40,Commercial and industrial area,13.5198352386952,52.5434501216679
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.5268403156265,52.5397141158185
40,Commercial and industrial area,13.5267396331521,52.5440550006047
110,Body of water,13.5266311754013,52.5394384516901
40,Commercial and industrial area,13.5173339697563,52.5424360899854
40,Commercial and industrial area,13.5228244712068,52.5397998877554
40,Commercial and industrial area,13.5248372104571,52.5427443697327
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.5139793976197,52.5421180164471
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.526214337836,52.546336574594
40,Commercial and industrial area,13.5179509818579,52.5409476050106
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.5245794564272,52.5498153271
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.5283441359064,52.5408086903411
40,Commercial and industrial area,13.5277311112612,52.5420014601336
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.5243322734682,52.5530807791624
80,Traffic area (without roads),13.5287609821982,52.5472923596704
40,Commercial and industrial area,13.5038670514957,52.5435318419514
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.5102097733643,52.5428659213449
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.5250047312783,52.5375325756263
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.523675174543,52.5368064025217
10,Housing area,13.5211789717146,52.5389338255519
10,Housing area,13.5216102477905,52.5376309816285
10,Housing area,13.5209294041555,52.5366318522933
10,Housing area,13.5199686128979,52.5379135788927
10,Housing area,13.5175962523186,52.5374496620914
160,Allotment garden,13.5187557642983,52.5377040033032
10,Housing area,13.5188991379175,52.5393269477326
60,Utility area,13.5168089950318,52.5400191717654
10,Housing area,13.5147384404129,52.541197520754
10,Housing area,13.51406960488,52.5407056167943
10,Housing area,13.5153149542799,52.5391823202402
10,Housing area,13.5160579783563,52.5381921980736
10,Housing area,13.5168182807819,52.5371791730353
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.5175648511304,52.5361925374826
40,Commercial and industrial area,13.515270307456,52.5359363352778
21,Mixed area,13.5145673406977,52.5368596357991
10,Housing area,13.5138628328322,52.537827365825
10,Housing area,13.5131492356831,52.5387892865027
10,Housing area,13.5123970355333,52.541100630197
10,Housing area,13.5116250357775,52.541053032105
10,Housing area,13.5107070279879,52.5409919884831
40,Commercial and industrial area,13.503128163519,52.5424780331146
50,Public / special use,13.5013741498496,52.5417533187491
10,Housing area,13.5017670124411,52.541000092939
10,Housing area,13.5029070206384,52.5407345712505
10,Housing area,13.5025116424526,52.5399476403422
10,Housing area,13.5024039017071,52.539107583522
10,Housing area,13.5023405753521,52.5381848593404
10,Housing area,13.5043386909063,52.5376357383471
50,Public / special use,13.5008567716049,52.5369899163816
10,Housing area,13.5027870274285,52.5358314186421
130,Park / green space,13.5017530099167,52.5361372307792
10,Housing area,13.5000051973827,52.538193041455
10,Housing area,13.4989305362522,52.5372769959989
10,Housing area,13.4985630683687,52.5355172068717
10,Housing area,13.4933235647567,52.5353430434286
30,Core area,13.4960684679239,52.5352306874999
10,Housing area,13.4965622711178,52.5368051970251
10,Housing area,13.4924306019609,52.5370461841978
10,Housing area,13.4921958008775,52.5379370007888
10,Housing area,13.4940798682103,52.5390850755503
10,Housing area,13.493089369779,52.5384757953238
50,Public / special use,13.495184995994,52.5396897431606
190,Sport use,13.4960803285048,52.5384610611109
50,Public / special use,13.494878484103,52.5380632027733
10,Housing area,13.4974741228716,52.538139860436
40,Commercial and industrial area,13.4989188973622,52.5432155899862
130,Park / green space,13.4961787489579,52.5422306798523
10,Housing area,13.4950881890173,52.5413142811906
10,Housing area,13.4933356793361,52.5402226306496
130,Park / green space,13.4921429220505,52.5394886877586
10,Housing area,13.4902050807516,52.5383102029347
10,Housing area,13.4892930111699,52.5360953290222
30,Core area,13.4747234689445,52.5356947794789
40,Commercial and industrial area,13.4772629835741,52.5344701243238
80,Traffic area (without roads),13.479772451021,52.534811338153
130,Park / green space,13.4813015017276,52.5339556626834
30,Core area,13.4750117971881,52.5361412320499
10,Housing area,13.4762567796686,52.5362108286251
130,Park / green space,13.4797041486185,52.5353738444088
10,Housing area,13.4790021306788,52.5365332087035
10,Housing area,13.4801481882082,52.5367224762542
10,Housing area,13.4823685032,52.53541033213
190,Sport use,13.4824163913935,52.5361264400611
50,Public / special use,13.4833663926844,52.536588887277
21,Mixed area,13.4800352548325,52.5378373396674
10,Housing area,13.4815319712422,52.5377137148686
10,Housing area,13.48331920713,52.5386839752645
10,Housing area,13.4847390941194,52.5379400584472
10,Housing area,13.4855498736332,52.5369503650066
10,Housing area,13.4865656831886,52.5375996455773
21,Mixed area,13.4890176160911,52.5391600202351
21,Mixed area,13.4862727607143,52.5396584676461
10,Housing area,13.4878933425818,52.5399527624061
21,Mixed area,13.4886138072824,52.5408894623757
10,Housing area,13.4901240028247,52.5416302708979
10,Housing area,13.492045875949,52.5409477924616
50,Public / special use,13.4934271939529,52.54196323793
10,Housing area,13.4912339228493,52.5424614189351
10,Housing area,13.4923286403678,52.543333270551
10,Housing area,13.4944269734481,52.5428429520089
10,Housing area,13.4950687187236,52.5438309906918
10,Housing area,13.4975252943594,52.544572338501
10,Housing area,13.4967493892497,52.5449344792685
10,Housing area,13.4958374922537,52.5451709501129
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.4954863178651,52.5461860844215
10,Housing area,13.4930569205919,52.5468937105605
130,Park / green space,13.49413981931,52.5465858100678
10,Housing area,13.4935296969935,52.5479266038216
130,Park / green space,13.4862291386397,52.5486532045246
130,Park / green space,13.4894956432738,52.5475744679682
130,Park / green space,13.4921439024388,52.54757748989
10,Housing area,13.4894560388022,52.5492877663888
10,Housing area,13.4924304060434,52.549507140692
10,Housing area,13.4914863720242,52.5500827639656
10,Housing area,13.4925137481229,52.5506101348283
10,Housing area,13.4901581692955,52.5511382076492
10,Housing area,13.4902693153835,52.5501292558824
10,Housing area,13.4891138565539,52.5503707441815
10,Housing area,13.487949874461,52.5505470675254
10,Housing area,13.4879591359743,52.5515719366694
10,Housing area,13.4867753774152,52.550665934938
10,Housing area,13.4857919601919,52.5514724791444
10,Housing area,13.4851666727103,52.550452066051
190,Sport use,13.4847089068266,52.5493523682141
130,Park / green space,13.4833432720136,52.5477985573166
10,Housing area,13.4811303757717,52.5473966800092
10,Housing area,13.48657298624,52.547183891497
10,Housing area,13.4841122302989,52.5467475958525
10,Housing area,13.4863582410108,52.5461793914874
10,Housing area,13.4900286236811,52.5462633055522
10,Housing area,13.4928335745362,52.5455097290305
10,Housing area,13.4903794873571,52.5451092309762
50,Public / special use,13.4865911776152,52.5446730711136
10,Housing area,13.4890451875761,52.5443393132351
10,Housing area,13.4833100714936,52.5457668922883
10,Housing area,13.480064399457,52.5466801125151
160,Allotment garden,13.483742647035,52.5446158737767
50,Public / special use,13.4884033418833,52.5433992091779
150,Cemetery,13.4822644067609,52.5432552905905
150,Cemetery,13.4813515123254,52.5441684289574
50,Public / special use,13.4756274032483,52.5462403833886
190,Sport use,13.478228480453,52.5469656940913
80,Traffic area (without roads),13.4694172753301,52.5463844461877
160,Allotment garden,13.4726160612119,52.546743783757
40,Commercial and industrial area,13.4682808582563,52.5475160052183
160,Allotment garden,13.469711578785,52.5475476032109
60,Utility area,13.4710433593331,52.5447016684319
40,Commercial and industrial area,13.474587451413,52.5444051003704
40,Commercial and industrial area,13.4719376176977,52.5425862456936
40,Commercial and industrial area,13.4713575732113,52.5409457895361
40,Commercial and industrial area,13.4725064493511,52.5417526346865
190,Sport use,13.4768156132974,52.5403247676879
10,Housing area,13.4764382706265,52.5375769661517
130,Park / green space,13.4791480912707,52.5384575140548
100,Forest,13.4880939969477,52.5484004459198
40,Commercial and industrial area,13.5078287526258,52.541258573676
10,Housing area,13.5065104581914,52.5400623556417
10,Housing area,13.505649669994,52.5406424252598
10,Housing area,13.5062962273272,52.5406498401573
10,Housing area,13.5080815083094,52.5390346003784
80,Traffic area (without roads),13.4859570383964,52.5494299111592
90,Construction site,13.5112885293611,52.5378645475143
172,"Fallow area, meadow-like vegetation",13.5065838598174,52.5361952124137
172,"Fallow area, meadow-like vegetation",13.5085020704533,52.5363289396498
172,"Fallow area, meadow-like vegetation",13.510270990309,52.5364408958479
172,"Fallow area, meadow-like vegetation",13.5121092680277,52.5365723172887
172,"Fallow area, meadow-like vegetation",13.5066444458849,52.535410789966
172,"Fallow area, meadow-like vegetation",13.5086448641189,52.5355523955743
172,"Fallow area, meadow-like vegetation",13.5105377417993,52.5356750684696
172,"Fallow area, meadow-like vegetation",13.5125888041016,52.5358199095545
10,Housing area,13.5073313407297,52.5376164521698
10,Housing area,13.5098858327267,52.537696448485
10,Housing area,13.4883127607695,52.5352275038846
10,Housing area,13.4847248309699,52.5348423434922
21,Mixed area,13.4981289897486,52.5409682142353
21,Mixed area,13.4969827603882,52.5403722827644
110,Body of water,13.4900572944401,52.5485369134037
110,Body of water,13.4874427607309,52.5487407802119
110,Body of water,13.4822584927771,52.5488293609793
40,Commercial and industrial area,13.5684607773212,52.4750751395723
10,Housing area,13.5697633091264,52.4755245267664
10,Housing area,13.5709496281591,52.4760447660654
10,Housing area,13.5724597347156,52.4767384451219
10,Housing area,13.5701451612583,52.477561640668
10,Housing area,13.5664740534432,52.4779888715822
130,Park / green space,13.5636237275128,52.4828236094327
10,Housing area,13.5645353326987,52.4809353329581
10,Housing area,13.5670169367659,52.4797184435124
100,Forest,13.5730928044736,52.4821920862385
100,Forest,13.5725406550969,52.4797240048677
100,Forest,13.5687266420874,52.4822303849419
100,Forest,13.5688074069319,52.4811750081817
10,Housing area,13.5652360253954,52.4830068945439
160,Allotment garden,13.5662671375096,52.4829962181039
10,Housing area,13.5644042984495,52.4847144467693
10,Housing area,13.5682735360507,52.4842500960739
10,Housing area,13.5682017900528,52.4831001043576
10,Housing area,13.5697389080033,52.4833688120975
10,Housing area,13.5714768499802,52.4834275390501
10,Housing area,13.5738625733693,52.4827952948623
10,Housing area,13.5763336064116,52.4822845475513
10,Housing area,13.5752199514635,52.480982946236
10,Housing area,13.5764592653055,52.4812077214546
10,Housing area,13.575421785083,52.479898170961
10,Housing area,13.5768952214842,52.480309259261
10,Housing area,13.5778099714746,52.4815133189615
10,Housing area,13.5822983088405,52.4803700279368
10,Housing area,13.5808376500445,52.4810764397843
10,Housing area,13.5800155144946,52.4819867063365
10,Housing area,13.584591223285,52.4809372240893
10,Housing area,13.5844602014801,52.4817777199658
10,Housing area,13.5831496126272,52.4828127601806
10,Housing area,13.5824229305047,52.4836888216044
10,Housing area,13.5837148298783,52.4843859423881
10,Housing area,13.5848814009368,52.4850955714776
10,Housing area,13.5851337784484,52.4862441591695
10,Housing area,13.5862662868261,52.487136080987
10,Housing area,13.5834638510212,52.487585982412
10,Housing area,13.5824806122909,52.4855572449772
50,Public / special use,13.5811047752408,52.4861938045429
10,Housing area,13.5799062966799,52.4849026403687
10,Housing area,13.5811362239596,52.4842711937178
10,Housing area,13.5803850099029,52.4832172996156
10,Housing area,13.579139382619,52.4832569365627
10,Housing area,13.5784210393289,52.4833625362281
10,Housing area,13.5767174290822,52.4832685959533
10,Housing area,13.5772140910393,52.4843796723004
10,Housing area,13.5777787708777,52.4856556876751
10,Housing area,13.5790694976274,52.485228118068
10,Housing area,13.5801209401785,52.4866135493428
10,Housing area,13.5787267806913,52.4872271878227
10,Housing area,13.5826027195255,52.4880209629047
10,Housing area,13.5820935614615,52.4889286231217
10,Housing area,13.5797489430215,52.4886584051724
10,Housing area,13.5763089427713,52.489336216741
21,Mixed area,13.5774097779718,52.4897704018668
10,Housing area,13.5771065973642,52.4876929810793
10,Housing area,13.5758354118115,52.4880376977314
10,Housing area,13.5757853096345,52.4863044381698
10,Housing area,13.5750963990329,52.4851253117787
10,Housing area,13.5744125338935,52.484041594632
10,Housing area,13.5716935588007,52.4845735200867
10,Housing area,13.5727678619279,52.485725031516
10,Housing area,13.5737608531287,52.4869113929299
10,Housing area,13.5722817205376,52.4867914977566
10,Housing area,13.5707888856484,52.4861064602231
10,Housing area,13.5692488605138,52.4858708714697
10,Housing area,13.5671217407146,52.4853676477294
10,Housing area,13.5656496153647,52.4861689573652
130,Park / green space,13.5674350866258,52.4863567605055
10,Housing area,13.5681360160705,52.4905294969226
10,Housing area,13.5665260474686,52.4878060998553
10,Housing area,13.567734220325,52.4877473462034
10,Housing area,13.5690382692921,52.487737209501
10,Housing area,13.5704372378854,52.4884867362357
10,Housing area,13.5687186738356,52.4894195004197
10,Housing area,13.5720155485552,52.4884932868504
10,Housing area,13.5739107796655,52.488444369255
21,Mixed area,13.5741155532847,52.4898755505447
10,Housing area,13.5745020623532,52.4909341102268
10,Housing area,13.5720646002222,52.4902651753416
10,Housing area,13.572505960482,52.4914484264334
10,Housing area,13.5700194215401,52.4906144824615
10,Housing area,13.5706460735101,52.4918153602584
10,Housing area,13.5689641870481,52.4954170384811
10,Housing area,13.5700800493363,52.4933695759009
10,Housing area,13.5723224674456,52.4929216371339
10,Housing area,13.5751193819822,52.4933425338374
40,Commercial and industrial area,13.5754330570292,52.4922442249268
10,Housing area,13.5736790884384,52.494328949603
10,Housing area,13.5720572742271,52.4947465214178
10,Housing area,13.5704281963078,52.4949337844712
10,Housing area,13.5706268205906,52.4963400610959
10,Housing area,13.5755502135521,52.4951343594182
10,Housing area,13.5763218758539,52.4967275230888
10,Housing area,13.576087632463,52.4995954890578
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.5748516403995,52.4985538852845
10,Housing area,13.5714507465816,52.4975940292399
10,Housing area,13.5729909756019,52.4973751805846
10,Housing area,13.5738033223764,52.4996686658528
160,Allotment garden,13.5779770967908,52.50136600303
10,Housing area,13.5798786925786,52.5035226979128
40,Commercial and industrial area,13.5798804561611,52.5036720054639
40,Commercial and industrial area,13.5834147037538,52.5038702104324
21,Mixed area,13.5864682488165,52.504556523139
10,Housing area,13.5864622951196,52.5033672388682
40,Commercial and industrial area,13.5840651050661,52.5045137213808
10,Housing area,13.5870936586641,52.5017162647136
10,Housing area,13.5856694989157,52.5018800466212
10,Housing area,13.5841488342613,52.502039052716
10,Housing area,13.5826663007474,52.5022059643477
10,Housing area,13.5812446429424,52.5024152915898
10,Housing area,13.5803424248895,52.5008187261157
10,Housing area,13.5817295444921,52.50058142935
10,Housing area,13.5832078925898,52.5003006130481
10,Housing area,13.5847300844637,52.5000608471245
10,Housing area,13.5861138293753,52.49985203422
10,Housing area,13.5846857844844,52.4988464727586
10,Housing area,13.5824899388579,52.4985916428529
10,Housing area,13.5792925073702,52.4986034409765
10,Housing area,13.5815478512726,52.4975187722002
10,Housing area,13.5850160281274,52.4972317322919
10,Housing area,13.5852510597993,52.4959006200614
160,Allotment garden,13.5881697124705,52.4960194697581
100,Forest,13.5858163338274,52.4941713181285
160,Allotment garden,13.5846810916332,52.4940533155123
60,Utility area,13.5871505141841,52.4933066662813
10,Housing area,13.5821740294767,52.4952048865075
10,Housing area,13.5808268971581,52.4965185054683
10,Housing area,13.5798570805249,52.4955780490215
10,Housing area,13.578223389697,52.4963826076226
10,Housing area,13.5778349574408,52.4946389654133
40,Commercial and industrial area,13.5768400108676,52.4937767923558
10,Housing area,13.579564092357,52.4937255485324
10,Housing area,13.57780172192,52.4926576302031
10,Housing area,13.5789940108721,52.4919878423059
160,Allotment garden,13.5826779081761,52.4913258508069
10,Housing area,13.5882892958195,52.5038497037899
40,Commercial and industrial area,13.59050254709,52.5042804249181
122,Farmland,13.5950916806528,52.5036498252493
100,Forest,13.5925007307124,52.5042891451448
10,Housing area,13.5900799126491,52.5034372047449
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.5899502646765,52.5031791069429
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.5898135392464,52.502889559461
190,Sport use,13.5884637896569,52.5000309147274
130,Park / green space,13.5935151899703,52.4953471173935
121,Meadow and pasture,13.5928266890812,52.4976369954074
100,Forest,13.5889369641345,52.4921297536835
121,Meadow and pasture,13.598241651599,52.4959877605085
121,Meadow and pasture,13.5949962096108,52.5016379465302
100,Forest,13.5891793202631,52.4927214865035
130,Park / green space,13.5893884408913,52.5022203733988
10,Housing area,13.572947579615,52.4963667585665
10,Housing area,13.5746054516695,52.4966894076265
110,Body of water,13.5938555966355,52.4926271707362
110,Body of water,13.5915168691605,52.5001610617151
10,Housing area,13.6101295124046,52.4713056084067
10,Housing area,13.6106888268254,52.4722099305196
10,Housing area,13.6133148183803,52.4729530711106
10,Housing area,13.6106477067935,52.4734986552386
10,Housing area,13.6150159171351,52.474155582386
10,Housing area,13.6160584206272,52.4748404204451
10,Housing area,13.615250814629,52.4751152981496
10,Housing area,13.6135212967552,52.4755927108557
10,Housing area,13.6137651253079,52.4743520084799
10,Housing area,13.612528104312,52.4746174030513
10,Housing area,13.6113039859897,52.4748740810064
10,Housing area,13.6118175701316,52.4759809488345
10,Housing area,13.6099102990489,52.4755689251318
10,Housing area,13.6073517346656,52.4732913600649
10,Housing area,13.6049990272991,52.4731258357529
10,Housing area,13.6029971641549,52.4732773897509
10,Housing area,13.6010912860544,52.4741584236228
10,Housing area,13.6013730072509,52.4754378765382
10,Housing area,13.6032301690902,52.4742623997141
10,Housing area,13.6053909418797,52.4739957430614
10,Housing area,13.6077768118295,52.4746207803867
10,Housing area,13.6057709472842,52.4751545597439
10,Housing area,13.6042781930896,52.4753504409509
10,Housing area,13.6032026486901,52.4754807263573
10,Housing area,13.601827943562,52.4770200943086
10,Housing area,13.6040686204353,52.4767337246543
10,Housing area,13.6062117485085,52.4764618561481
10,Housing area,13.608230042178,52.4762072797315
10,Housing area,13.6021890922807,52.4784153268524
10,Housing area,13.604535441213,52.4781098783898
10,Housing area,13.6066785226046,52.4778409936472
10,Housing area,13.6086193252081,52.4775943005679
10,Housing area,13.6103755191848,52.477397817116
10,Housing area,13.6121495697529,52.4771935533613
10,Housing area,13.6135242356354,52.4770381970679
10,Housing area,13.6141217537249,52.4793527728216
10,Housing area,13.6125668830632,52.4788290962682
10,Housing area,13.6129986255068,52.4806592861608
10,Housing area,13.6112698454646,52.4809914323363
10,Housing area,13.6107790410726,52.4790058065019
10,Housing area,13.6089727564662,52.4807961807792
10,Housing area,13.607352526038,52.4808046296917
10,Housing area,13.6071069635876,52.4793089086071
10,Housing area,13.6053723391127,52.4794986945715
130,Park / green space,13.6042939342893,52.4796201882703
10,Housing area,13.6053269973327,52.4812400985619
10,Housing area,13.6024974972862,52.4798161955395
10,Housing area,13.6027182413302,52.4811462929631
10,Housing area,13.6029191172377,52.4823392415693
50,Public / special use,13.6060179356716,52.4827389236239
10,Housing area,13.6037569537655,52.4834923263501
10,Housing area,13.6045859483551,52.4846130070147
10,Housing area,13.6068951277243,52.483934275456
10,Housing area,13.6093147665874,52.4832205321487
130,Park / green space,13.6117718852806,52.4826364254047
10,Housing area,13.6149937452551,52.4829733136232
10,Housing area,13.616273773516,52.4823841395559
10,Housing area,13.6139748469447,52.4840684718392
10,Housing area,13.6123907485805,52.4845686741554
10,Housing area,13.6103950590389,52.4851180284973
10,Housing area,13.6077456768155,52.4851400185887
10,Housing area,13.6085951703815,52.4863285344467
10,Housing area,13.605377472724,52.4857516526526
10,Housing area,13.6062234698754,52.4869334852578
10,Housing area,13.6070023283489,52.4880349186524
10,Housing area,13.607735359792,52.48898432722
10,Housing area,13.6093764615269,52.4874297523251
10,Housing area,13.6100767316948,52.4884017307011
10,Housing area,13.611976817414,52.4873322085467
10,Housing area,13.6139743258334,52.4866976336586
10,Housing area,13.6158748751219,52.4860047057759
10,Housing area,13.6176868598211,52.4852604159712
10,Housing area,13.6190276741763,52.4846674334602
10,Housing area,13.6213773809224,52.4866123198137
10,Housing area,13.6199830647594,52.4871804561352
10,Housing area,13.6179665840276,52.4879648999057
10,Housing area,13.6158857757339,52.4886695880547
10,Housing area,13.6138433560162,52.4893840811981
10,Housing area,13.6106801220056,52.4893632862397
10,Housing area,13.6123052700954,52.4903641842872
10,Housing area,13.6087301930068,52.4902564922959
10,Housing area,13.6100262955048,52.4912463697869
10,Housing area,13.6121457345214,52.4937828636384
10,Housing area,13.6137374425386,52.4917736416099
10,Housing area,13.6148386355045,52.492902766955
10,Housing area,13.6163973998034,52.4907939428821
10,Housing area,13.6175085667284,52.4919447016065
130,Park / green space,13.6189445240389,52.4905073688281
10,Housing area,13.6207862013201,52.490623900319
10,Housing area,13.619715412627,52.489429606017
10,Housing area,13.6223783520323,52.4892173322042
10,Housing area,13.623768079281,52.4885881303069
10,Housing area,13.6262454799161,52.4906359454701
10,Housing area,13.6283870898546,52.4924059772977
10,Housing area,13.6265753970153,52.4928371633691
10,Housing area,13.6254478773426,52.4919316855627
10,Housing area,13.6242778418277,52.4908143818497
10,Housing area,13.6219353432266,52.4917707777238
10,Housing area,13.6185715994268,52.492978608278
10,Housing area,13.6158294980059,52.4939982419109
10,Housing area,13.6128615011067,52.4946290517235
10,Housing area,13.6133155153361,52.4957687659819
172,"Fallow area, meadow-like vegetation",13.6140581891837,52.4977937546109
10,Housing area,13.6137371467435,52.4969608469824
10,Housing area,13.6164432555915,52.4951784911098
10,Housing area,13.6169141083457,52.4963609037324
10,Housing area,13.6209392840385,52.493525025327
10,Housing area,13.6216911936892,52.494473060435
10,Housing area,13.6225304804083,52.4956093167998
10,Housing area,13.6205507741495,52.4962053517669
10,Housing area,13.6215214921379,52.4970856069648
10,Housing area,13.6233079720006,52.4968457847938
10,Housing area,13.6224685588763,52.4977811639709
40,Commercial and industrial area,13.6223820605825,52.5016877441395
10,Housing area,13.6227217812785,52.4984065290366
122,Farmland,13.6253320136826,52.4982972206223
10,Housing area,13.6239163195803,52.4952221507106
172,"Fallow area, meadow-like vegetation",13.6227924422195,52.5001041258981
40,Commercial and industrial area,13.6227757806712,52.4992428735099
122,Farmland,13.6266810932888,52.5018029275967
40,Commercial and industrial area,13.6239846223588,52.5028112965692
10,Housing area,13.6173627468338,52.4975184976412
122,Farmland,13.6033150932258,52.5031857588928
40,Commercial and industrial area,13.6113846798111,52.5042774660687
130,Park / green space,13.6104694083108,52.5020450379717
40,Commercial and industrial area,13.6075733988516,52.501554812771
50,Public / special use,13.6088531239069,52.5013671580251
50,Public / special use,13.610903694547,52.5012703013708
10,Housing area,13.612055452103,52.5009507988383
130,Park / green space,13.6134035882592,52.5019080482512
60,Utility area,13.6105400941308,52.5032834893406
10,Housing area,13.5990457785697,52.5015929048721
10,Housing area,13.598563870435,52.5003960948494
10,Housing area,13.5968640241246,52.5003484991741
10,Housing area,13.5981624039806,52.4992442116854
10,Housing area,13.5965623057598,52.4984247297403
10,Housing area,13.5977957301116,52.49815143065
10,Housing area,13.599648581583,52.4991071553935
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.6036187752868,52.4993865504577
10,Housing area,13.6058594054713,52.4956649274651
122,Farmland,13.6064892730686,52.4966461547265
10,Housing area,13.6059249123544,52.4991858441279
10,Housing area,13.6109678177593,52.4982751981373
10,Housing area,13.6115352778076,52.4975737568832
122,Farmland,13.6098034579164,52.4960682307735
10,Housing area,13.6090824529509,52.4952160710513
10,Housing area,13.6091639988816,52.4945038965849
50,Public / special use,13.6086767112518,52.4938521876648
10,Housing area,13.6069970406145,52.4923251760191
10,Housing area,13.6058933299636,52.4928819979999
10,Housing area,13.6066956139305,52.4942256803917
10,Housing area,13.6046825748967,52.4944889185854
10,Housing area,13.6031058517725,52.494711134786
10,Housing area,13.6015422447452,52.4949299122667
160,Allotment garden,13.5995883116196,52.49520158786
10,Housing area,13.6003388798436,52.4950938932655
10,Housing area,13.5990204177483,52.4932730853881
10,Housing area,13.6006626598317,52.4930201318444
10,Housing area,13.6022079895592,52.4927769181061
10,Housing area,13.6037733800823,52.4925283258171
10,Housing area,13.6031329389404,52.491382843196
10,Housing area,13.6016255143249,52.4916007716132
10,Housing area,13.6000504693627,52.4918148803412
10,Housing area,13.5983784408889,52.4920311510993
160,Allotment garden,13.6000239249506,52.490883648173
10,Housing area,13.5991929990405,52.4896549874798
10,Housing area,13.6000391930297,52.4902123831299
10,Housing area,13.6056109676388,52.4909637332857
10,Housing area,13.6047607315773,52.48994955545
10,Housing area,13.6040970539153,52.4888545139453
10,Housing area,13.6036744332503,52.4876326238249
130,Park / green space,13.6019143406396,52.4881061863465
10,Housing area,13.602418760245,52.4868004652781
10,Housing area,13.6001526435865,52.4884833321334
10,Housing area,13.59801075644,52.4883065144205
10,Housing area,13.5939031683712,52.4893230909492
10,Housing area,13.5895513557809,52.4885943033253
10,Housing area,13.5928822134532,52.4884617518625
10,Housing area,13.5922667690097,52.4875077556398
10,Housing area,13.5913289662243,52.4866617148342
10,Housing area,13.591456130474,52.4855952733929
10,Housing area,13.5964305592978,52.487460107986
10,Housing area,13.5988298075153,52.4867777263479
10,Housing area,13.6018222505875,52.4859097206573
10,Housing area,13.6010104816932,52.4848709180632
10,Housing area,13.5980767732889,52.4857279620577
10,Housing area,13.5956497728609,52.4864267729993
10,Housing area,13.5946344491901,52.4850751916246
10,Housing area,13.5971066052415,52.484428298147
10,Housing area,13.6000848076504,52.4836413404358
21,Mixed area,13.6003001414818,52.4820370095049
10,Housing area,13.5997376410664,52.4809272160925
10,Housing area,13.5993558605185,52.4800909593522
10,Housing area,13.5982696119995,52.4828449873121
10,Housing area,13.5984400143026,52.4823617762397
10,Housing area,13.5971381621282,52.4815357665956
10,Housing area,13.5958244496982,52.4825751936484
10,Housing area,13.5943639067647,52.4830734812814
10,Housing area,13.5927574607278,52.4835893065903
10,Housing area,13.5911120330269,52.4841139928568
10,Housing area,13.5896047458043,52.4847932310031
10,Housing area,13.5881430683861,52.4857189513701
10,Housing area,13.5875398620534,52.4839227661
10,Housing area,13.5862078914777,52.4829536122429
10,Housing area,13.5897833185217,52.4829790593118
10,Housing area,13.5885250115119,52.4818659924124
10,Housing area,13.5874690573294,52.4809691255795
10,Housing area,13.5912953671556,52.4823354965205
10,Housing area,13.5927805523995,52.4817076407329
10,Housing area,13.5899829222623,52.4811823427656
10,Housing area,13.5889097921322,52.4802778753862
10,Housing area,13.591410467561,52.4805190991902
10,Housing area,13.5903257191994,52.4795739060843
10,Housing area,13.5943955262879,52.4810254153137
10,Housing area,13.5929760025558,52.4797950337901
10,Housing area,13.5918230660023,52.4788161908907
10,Housing area,13.5960673299959,52.4803162137226
10,Housing area,13.5976409036016,52.4796456919581
10,Housing area,13.5995689797259,52.478773706652
10,Housing area,13.5996278969247,52.4773289668243
10,Housing area,13.5980631043435,52.4780851970291
10,Housing area,13.5965726345097,52.4787597235373
10,Housing area,13.5950460545143,52.4794398036236
